,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_cat,Marital_cat,Gender_cat,Churn_cat
2670,Rural,1,56,83923.73,Divorced,Female,Yes,11.80835,0,15.06815,119.9897,1516.686884,0,0,0,1
2671,Suburban,2,55,10487.07,Widowed,Male,Yes,9.235801,0,3.700985,252.624,924.6142337,1,4,1,1
2672,Suburban,0,45,25280.79,Married,Male,No,12.03055,1,17.26451,127.4421,2082.052634,1,1,1,0
2673,Suburban,2,22,58622.05,Widowed,Male,No,7.701754,0,16.5852,182.4433,2329.310551,1,4,1,0
2674,Rural,1,20,28051.07,Divorced,Female,No,11.13448,0,10.81514,195.0062,1341.508482,0,0,0,0
2675,Suburban,3,50,70321.71,Separated,Male,Yes,12.99114,1,4.617824,187.4847,967.8404944,1,3,1,1
2676,Suburban,2,63,16538.08,Widowed,Female,No,11.55503,0,2.237975,139.9678,492.0307787,1,4,0,0
2677,Rural,0,34,27290.36,Divorced,Male,No,10.26872,0,12.14453,159.9512,1289.426725,0,0,1,0
2678,Urban,1,83,60280.07,Never Married,Male,No,5.547264,2,23.86996,132.466,2609.91314,2,2,1,0
2679,Rural,2,62,21987.29,Widowed,Male,Yes,12.33937,1,7.495281,127.4586,968.8124201,0,4,1,1
2680,Suburban,4,60,23624.9,Never Married,Nonbinary,No,9.360451,2,8.756923,149.9483,964.5339675,1,2,2,0
2681,Rural,0,18,46431.14,Divorced,Female,No,5.272185,0,5.874949,194.9663,1406.140722,0,0,0,0
2682,Rural,2,19,58988.72,Divorced,Nonbinary,No,12.18282,0,7.238006,154.9618,1495.619695,0,0,2,0
2683,Urban,5,25,67537.98,Divorced,Female,No,10.68361,0,5.449246,120.0035,1034.133433,2,0,0,0
2684,Rural,1,35,4480.29,Married,Female,No,7.043901,0,5.614074,127.4421,1108.726166,0,1,0,0
2685,Suburban,0,55,57944.08,Separated,Male,No,4.652367,0,4.534721,172.4555,761.9139877,1,3,1,0
2686,Rural,4,25,80674.2,Divorced,Male,Yes,11.83935,1,10.06395,220.1615,1686.732783,0,0,1,1
2687,Suburban,2,66,67090.95,Divorced,Male,No,16.16998,0,22.12945,147.4783,2047.373281,1,0,1,0
2688,Rural,0,82,22420.64,Separated,Male,No,9.097873,0,15.51392,79.97886,1244.129071,0,3,1,0
2689,Suburban,1,23,75633.41,Married,Male,Yes,12.41174,1,4.526424,164.9785,1395.575443,1,1,1,1
2690,Urban,1,42,18944.96,Divorced,Male,Yes,11.64528,1,6.183692,172.4579,981.2775952,2,0,1,1
2691,Urban,0,66,8840.8,Widowed,Female,Yes,8.721081,0,17.27999,257.6549,2074.948906,2,4,0,1
2692,Urban,0,86,40316.05,Never Married,Male,No,15.35399,0,3.628867,184.967,601.2192303,2,2,1,0
2693,Urban,1,73,29693.07,Divorced,Male,No,12.20093,0,4.888977,147.4601,532.1499344,2,0,1,0
2694,Rural,0,43,18677.06,Divorced,Nonbinary,No,5.566881,0,4.431604,117.472,542.7248776,0,0,2,0
2695,Rural,1,83,18549.91,Never Married,Female,No,15.31929,0,8.377189,240.1149,1133.808688,0,2,0,0
2696,Rural,0,72,50263.94,Widowed,Male,Yes,10.2098,1,21.09953,174.9882,2540.062525,0,4,1,1
2697,Suburban,1,38,18967.02,Divorced,Female,Yes,8.659247,0,1.989684,217.484,714.7114049,1,0,0,1
2698,Suburban,3,76,57675.63,Widowed,Male,Yes,12.84399,0,17.55759,184.9797,2258.203171,1,4,1,1
2699,Rural,1,79,40279.05,Never Married,Male,No,10.19629,1,10.55294,169.9741,1119.402193,0,2,1,0
2700,Rural,4,38,33868.71,Widowed,Female,Yes,14.47447,1,8.436679,129.9763,1214.354546,0,4,0,1
2701,Rural,1,51,48969.64,Never Married,Female,Yes,9.289829,0,15.2198,147.4421,1429.845787,0,2,0,1
2702,Rural,4,68,22041.71,Widowed,Male,Yes,10.00097,0,9.436909,149.9598,1150.114958,0,4,1,1
2703,Suburban,3,65,25491.07,Separated,Male,Yes,17.44685,0,13.50244,192.4705,1544.180199,1,3,1,1
2704,Urban,2,77,23705.5,Widowed,Male,Yes,10.81239,1,1.717359,152.4579,944.8425929,2,4,1,1
2705,Suburban,0,39,16680.61,Divorced,Female,Yes,4.06556,1,2.199825,182.4653,518.7305953,1,0,0,1
2706,Urban,0,73,108960.7,Never Married,Female,Yes,8.92923,1,1.387769,159.9656,617.6429974,2,2,0,1
2707,Suburban,4,51,18347.2,Widowed,Female,Yes,11.30999,0,10.39542,220.1615,1581.59431,1,4,0,1
2708,Rural,3,78,41305.01,Separated,Female,Yes,10.98554,0,9.026366,182.49,1146.502548,0,3,0,1
2709,Suburban,0,66,66284.45,Married,Female,No,10.44775,1,1.500082,105.011,155.5067148,1,1,0,0
2710,Rural,3,38,68024.79,Separated,Female,Yes,6.654657,0,4.243723,232.6415,1021.747631,0,3,0,1
2711,Urban,1,47,53148.58,Married,Female,Yes,10.27957,0,1.736879,104.9629,374.332233,2,1,0,1
2712,Suburban,5,53,20473.21,Widowed,Female,Yes,16.84547,0,7.359812,152.509,1170.830123,1,4,0,1
2713,Suburban,1,59,11132.31,Widowed,Male,Yes,6.652103,0,9.328119,194.9663,1667.732624,1,4,1,1
2714,Suburban,2,20,42461.74,Widowed,Female,No,14.62764,1,17.98715,165.0113,2047.681612,1,4,0,0
2715,Urban,5,38,18437.44,Never Married,Male,No,9.653367,0,25.68869,174.9755,2790.931185,2,2,1,0
2716,Rural,2,81,30615.01,Separated,Male,No,12.1002,0,16.21818,169.9378,1620.352713,0,3,1,0
2717,Rural,1,43,52633.73,Divorced,Female,No,12.48083,0,9.499599,172.4733,1193.771492,0,0,0,0
2718,Rural,1,37,22641.64,Never Married,Male,Yes,8.90737,0,1.13143,207.4811,730.8534585,0,2,1,1
2719,Suburban,3,30,19713.67,Separated,Male,Yes,11.38017,0,6.472433,182.49,1176.899402,1,3,1,1
2720,Urban,0,19,34970.28,Widowed,Female,No,7.131124,0,3.155929,162.4653,1076.138741,2,4,0,0
2721,Rural,0,82,19437.76,Married,Female,No,12.94698,0,11.88503,124.9643,868.8224639,0,1,0,0
2722,Urban,2,31,23901.05,Separated,Male,No,9.31691,0,4.448953,172.4871,977.9373731,2,3,1,0
2723,Urban,4,30,23089.13,Never Married,Male,Yes,12.33102,0,8.962034,159.965,1245.735579,2,2,1,1
2724,Rural,5,37,45251.32,Widowed,Female,Yes,9.532535,0,1.796113,245.1612,1042.042108,0,4,0,1
2725,Suburban,0,84,52581.07,Never Married,Female,Yes,8.855708,0,2.972634,194.9744,438.8374341,1,2,0,1
2726,Suburban,2,64,38850.73,Widowed,Male,Yes,11.92649,1,10.22422,255.1336,2017.913692,1,4,1,1
2727,Rural,0,53,23117.3,Separated,Male,No,5.942798,0,7.650642,117.4872,1197.872957,0,3,1,0
2728,Suburban,0,54,5676.28,Divorced,Female,Yes,7.427575,0,2.945436,265.1283,922.2317794,1,0,0,1
2729,Urban,2,35,56144.7,Married,Female,No,9.093452,2,5.294527,127.5067,723.6126048,2,1,0,0
2730,Urban,2,25,34476.83,Married,Female,No,13.64111,0,6.128314,137.4684,909.0225293,2,1,0,0
2731,Suburban,5,49,39968.02,Widowed,Male,No,11.86197,0,4.213099,139.9678,839.1770355,1,4,1,0
2732,Urban,1,55,33541.35,Married,Male,No,8.884712,1,11.16116,192.4885,1262.191241,2,1,1,0
2733,Suburban,3,64,23584.78,Widowed,Female,No,7.88571,1,23.22012,199.9902,2884.562817,1,4,0,0
2734,Urban,5,76,23841.62,Divorced,Male,No,13.20709,0,13.81356,147.4421,1438.080654,2,0,1,0
2735,Urban,1,84,7858.21,Divorced,Male,Yes,10.3891,0,7.923777,104.9629,807.0176026,2,0,1,1
2736,Rural,4,63,30262.99,Separated,Male,No,6.228557,0,1.992273,210.127,818.8755109,0,3,1,0
2737,Rural,3,51,31246.64,Never Married,Female,No,11.28384,0,14.60084,207.6094,1738.296024,0,2,0,0
2738,Suburban,1,74,23454.98,Separated,Female,Yes,5.371834,0,6.512117,232.6228,1107.738951,1,3,0,1
2739,Rural,1,76,28125.61,Divorced,Female,Yes,6.185,0,16.15139,197.4945,1696.96925,0,0,0,1
2740,Suburban,2,72,20465.98,Widowed,Female,Yes,10.10886,1,8.257765,127.475,825.6485531,1,4,0,1
2741,Suburban,1,81,22540.94,Never Married,Female,Yes,5.269672,0,7.193929,127.4421,1087.358783,1,2,0,1
2742,Suburban,0,60,21497.29,Widowed,Male,Yes,12.15104,1,8.527084,252.6378,1322.914498,1,4,1,1
2743,Suburban,1,24,24700.6,Married,Nonbinary,No,6.162241,0,11.84082,152.466,1318.102379,1,1,2,0
2744,Rural,3,45,20319.77,Married,Male,Yes,9.217962,0,3.660516,232.6415,998.0643375,0,1,1,1
2745,Urban,1,64,46273.12,Divorced,Male,Yes,12.10772,0,12.22942,132.466,1718.405985,2,0,1,1
2746,Urban,2,72,34257.36,Separated,Male,No,11.78093,0,16.57284,204.9634,1836.91871,2,3,1,0
2747,Urban,4,28,49166.12,Separated,Nonbinary,Yes,8.227196,1,15.80736,210.1518,2083.424243,2,3,2,1
2748,Urban,1,27,34162.04,Widowed,Female,No,5.57327,1,8.295192,230.1051,1332.732935,2,4,0,0
2749,Urban,0,60,66664.82,Divorced,Male,Yes,3.27964,0,11.38275,267.6647,1636.428296,2,0,1,1
2750,Suburban,1,77,40411.35,Separated,Male,Yes,3.059459,0,6.780515,222.65,1158.10468,1,3,1,1
2751,Rural,4,18,70844.17,Divorced,Female,Yes,9.367555,1,8.27839,169.9447,1169.714886,0,0,0,1
2752,Suburban,1,53,105396.3,Separated,Male,Yes,14.48109,0,9.151288,242.6143,1369.012136,1,3,1,1
2753,Rural,0,81,58049.87,Married,Female,No,12.01958,0,1.835564,172.4624,387.3140839,0,1,0,0
2754,Rural,2,21,32423.61,Separated,Male,No,12.7185,0,10.44767,162.4653,1810.906541,0,3,1,0
2755,Urban,0,37,115440.4,Widowed,Female,Yes,6.796318,0,8.612474,149.9447,1425.150573,2,4,0,1
2756,Suburban,1,21,9534.08,Divorced,Female,No,5.737969,1,3.122125,149.9915,631.6069096,1,0,0,0
2757,Suburban,0,45,16895.6,Divorced,Female,Yes,7.618887,0,10.49269,172.4705,1601.994832,1,0,0,1
2758,Urban,1,50,23624.66,Divorced,Male,Yes,11.26555,0,5.679237,204.9797,895.0975786,2,0,1,1
2759,Urban,0,30,41221.83,Never Married,Female,No,9.505342,1,1.050155,157.4698,223.4765826,2,2,0,0
2760,Suburban,6,48,13332.2,Separated,Male,Yes,8.304309,1,10.68972,157.4698,1221.300132,1,3,1,1
2761,Urban,3,61,27065.38,Separated,Male,No,4.823366,0,2.210399,217.4725,731.2638925,2,3,1,0
2762,Rural,1,33,175137.3,Never Married,Male,Yes,12.01856,1,18.2103,207.6386,2150.497966,0,2,1,1
2763,Suburban,4,87,34193.65,Never Married,Male,Yes,10.67666,0,13.09427,147.4564,1732.048832,1,2,1,1
2764,Urban,4,29,23676.96,Separated,Female,Yes,8.343598,1,1.201025,149.9915,540.3210772,2,3,0,1
2765,Rural,1,34,5189.69,Never Married,Male,No,8.630403,1,6.246939,179.9476,904.6029537,0,2,1,0
2766,Rural,1,47,17430.05,Separated,Female,Yes,10.3229,1,4.600047,192.4567,649.075085,0,3,0,1
2767,Rural,1,52,80678.93,Divorced,Male,Yes,4.509935,0,9.30555,172.4579,1204.289565,0,0,1,1
2768,Urban,0,46,31249.18,Separated,Male,Yes,5.959998,0,18.55263,232.652,2274.334534,2,3,1,1
2769,Urban,2,82,35453.68,Never Married,Female,No,10.90456,0,13.12228,119.9568,1711.957507,2,2,0,0
2770,Rural,3,73,25946.0,Widowed,Female,No,11.44963,0,10.51089,92.45514,1287.261282,0,4,0,0
2771,Rural,1,75,35334.17,Never Married,Female,Yes,11.17062,1,12.81579,197.4702,1813.141473,0,2,0,1
2772,Urban,3,50,15826.38,Separated,Male,No,7.365589,0,11.16354,169.9741,1326.083123,2,3,1,0
2773,Urban,4,22,21603.64,Never Married,Female,No,11.35748,0,12.01983,164.9853,2037.009094,2,2,0,0
2774,Rural,0,74,51354.08,Separated,Female,No,9.635516,0,6.021823,169.9378,663.9805561,0,3,0,0
2775,Suburban,1,83,17993.91,Divorced,Male,No,13.45991,0,23.99384,172.4567,2615.909854,1,0,1,0
2776,Rural,2,33,25776.46,Separated,Male,Yes,9.79011,0,8.100668,182.4433,1598.041286,0,3,1,1
2777,Rural,0,87,18914.81,Married,Male,No,9.22053,1,18.47356,127.4783,2030.890872,0,1,1,0
2778,Suburban,0,36,63735.08,Separated,Female,No,8.63279,2,14.62117,120.0035,1595.672481,1,3,0,0
2779,Rural,1,32,82308.64,Widowed,Male,No,11.48109,0,12.95415,137.4684,1461.63528,0,4,1,0
2780,Rural,1,33,9120.65,Never Married,Female,No,9.850349,1,3.588245,124.9935,452.390983,0,2,0,0
2781,Rural,4,89,27485.23,Widowed,Male,No,6.257899,1,14.36866,184.967,1594.517874,0,4,1,0
2782,Urban,3,86,73686.44,Divorced,Male,Yes,10.45045,0,6.30655,139.983,1165.890091,2,0,1,1
2783,Rural,2,88,58508.34,Widowed,Male,No,9.21677,0,18.94429,210.138,2087.462333,0,4,1,0
2784,Urban,1,50,45196.73,Separated,Male,No,10.30116,0,3.474901,172.4579,733.0960018,2,3,1,0
2785,Urban,0,47,50520.8,Never Married,Female,Yes,11.91801,1,3.341126,227.4754,694.2731917,2,2,0,1
2786,Urban,10,78,29765.16,Divorced,Female,No,9.662081,1,4.761845,132.466,1290.636519,2,0,0,0
2787,Urban,1,59,18670.89,Widowed,Female,No,7.154983,0,20.22924,127.4601,2166.207365,2,4,0,0
2788,Rural,1,49,38764.7,Divorced,Female,No,8.73353,1,6.487048,102.4746,655.1704765,0,0,0,0
2789,Rural,3,79,52141.38,Separated,Male,No,4.984535,2,20.32585,139.9979,1989.74777,0,3,1,0
2790,Urban,2,56,62480.22,Divorced,Male,Yes,9.818035,0,12.24637,152.4441,1795.595369,2,0,1,1
2791,Suburban,8,27,12031.44,Widowed,Female,Yes,7.290001,0,14.63647,267.6647,2210.449566,1,4,0,1
2792,Rural,2,83,51380.67,Never Married,Female,No,12.22851,1,4.833414,172.4555,673.8697136,0,2,0,0
2793,Rural,3,82,29305.72,Divorced,Female,No,11.64795,0,5.705638,159.9875,602.0049206,0,0,0,0
2794,Rural,0,52,8716.91,Widowed,Male,Yes,10.37839,0,12.55315,182.447,1357.88248,0,4,1,1
2795,Suburban,1,66,9423.78,Separated,Female,Yes,7.319997,0,1.059865,130.0064,380.7812664,1,3,0,1
2796,Urban,3,82,131511.8,Widowed,Male,Yes,9.457995,1,13.47613,172.4885,1838.415776,2,4,1,1
2797,Urban,0,83,9396.05,Married,Female,No,12.55328,0,9.887746,139.9678,991.6943982,2,1,0,0
2798,Rural,0,19,16764.77,Separated,Female,No,15.71715,0,6.853152,149.9741,1313.391104,0,3,0,0
2799,Rural,4,34,17263.54,Widowed,Male,Yes,4.945596,1,2.213342,265.147,1018.286618,0,4,1,1
2800,Urban,2,76,61325.92,Separated,Female,Yes,10.5802,0,5.954975,117.4392,1069.152457,2,3,0,1
2801,Rural,0,50,21098.34,Divorced,Female,Yes,10.42441,0,8.316193,127.4887,921.8193418,0,0,0,1
2802,Urban,0,36,108914.2,Widowed,Male,No,12.10189,0,8.081086,242.6281,1387.096942,2,4,1,0
2803,Suburban,0,26,32202.44,Widowed,Male,Yes,14.08029,0,5.000016,202.6362,1481.311788,1,4,1,1
2804,Urban,4,20,68517.92,Separated,Female,Yes,10.35591,2,3.469341,200.1185,1376.444987,2,3,0,1
2805,Urban,2,56,71588.69,Never Married,Female,Yes,12.47126,1,7.874579,210.127,1215.186143,2,2,0,1
2806,Rural,3,50,47120.5,Separated,Female,No,12.24189,0,11.70115,124.9781,1131.849487,0,3,0,0
2807,Suburban,2,37,14745.74,Never Married,Female,Yes,13.15573,0,3.890319,149.9928,993.4525617,1,2,0,1
2808,Urban,2,57,30535.24,Widowed,Male,No,10.15032,0,14.7867,124.9935,1404.351494,2,4,1,0
2809,Suburban,0,34,10092.3,Divorced,Female,Yes,8.528837,0,11.71559,119.9897,1283.330518,1,0,0,1
2810,Rural,1,34,29321.34,Widowed,Female,Yes,11.6262,0,4.995373,265.1283,1186.556596,0,4,0,1
2811,Rural,0,34,21988.64,Separated,Female,No,10.25116,0,11.56278,214.9525,1325.414246,0,3,0,0
2812,Suburban,2,40,152131.7,Divorced,Female,Yes,8.383382,0,18.7404,162.4689,1864.692477,1,0,0,1
2813,Rural,2,52,27902.88,Widowed,Male,No,4.742341,0,8.479465,147.5031,1078.756333,0,4,1,0
2814,Rural,2,60,32355.4,Divorced,Male,No,11.57381,0,13.03957,150.0208,1501.37548,0,0,1,0
2815,Suburban,3,48,12804.98,Never Married,Female,No,9.92207,1,4.99913,174.991,945.3922235,1,2,0,0
2816,Rural,3,27,6624.45,Married,Female,Yes,13.42022,2,2.108436,172.4733,702.1831409,0,1,0,1
2817,Urban,0,83,97763.56,Married,Female,No,11.02021,0,4.848049,149.9778,458.1425479,2,1,0,0
2818,Rural,1,74,26735.83,Widowed,Male,No,9.610448,3,14.06379,137.4872,1271.791514,0,4,1,0
2819,Rural,2,28,21837.62,Never Married,Male,Yes,12.5508,1,12.67943,220.1615,1829.634417,0,2,1,1
2820,Rural,8,50,7585.29,Divorced,Male,Yes,9.074415,0,11.2075,184.9797,1977.058574,0,0,1,1
2821,Rural,2,80,44055.54,Separated,Female,No,2.874643,0,7.837878,230.1051,1152.27854,0,3,0,0
2822,Suburban,0,50,17442.95,Divorced,Male,Yes,6.80751,0,4.845811,222.65,1057.31768,1,0,1,1
2823,Suburban,5,81,24923.55,Separated,Female,No,4.628556,1,3.852241,149.989,670.3465702,1,3,0,0
2824,Rural,3,21,92155.37,Divorced,Male,Yes,12.97945,0,11.55831,192.4404,1538.887965,0,0,1,1
2825,Rural,4,55,13638.96,Married,Female,No,9.108418,0,5.389466,142.4526,1322.429941,0,1,0,0
2826,Suburban,0,64,14921.92,Divorced,Male,No,12.52668,1,10.93329,152.466,1167.924948,1,0,1,0
2827,Rural,1,68,69293.12,Married,Male,Yes,12.84461,1,8.259716,255.1555,1380.765825,0,1,1,1
2828,Suburban,0,47,3004.46,Divorced,Male,Yes,6.597598,0,3.157767,172.4555,675.3184526,1,0,1,1
2829,Rural,2,50,59780.22,Never Married,Female,Yes,14.413,0,2.185047,159.9805,472.1439723,0,2,0,1
2830,Rural,3,42,47463.53,Married,Female,Yes,10.17097,0,4.612442,235.1591,1114.048401,0,1,0,1
2831,Rural,0,85,49295.81,Divorced,Female,No,11.05648,1,10.75614,117.472,962.301603,0,0,0,0
2832,Rural,4,49,146951.6,Widowed,Female,No,7.831413,0,14.37481,172.4441,1593.966861,0,4,0,0
2833,Urban,0,83,23567.27,Married,Female,No,8.758616,2,5.447689,230.1051,885.0263451,2,1,0,0
2834,Suburban,2,87,32526.64,Divorced,Male,Yes,2.463144,1,12.29962,184.9853,1418.813901,1,0,1,1
2835,Rural,4,65,9612.82,Divorced,Female,No,9.329583,0,12.57563,124.9781,1185.107111,0,0,0,0
2836,Urban,4,76,15164.29,Never Married,Male,No,6.029026,1,7.606099,152.4884,1072.186545,2,2,1,0
2837,Rural,3,56,25315.36,Widowed,Female,Yes,9.909339,0,6.79324,190.1599,1161.691491,0,4,0,1
2838,Urban,2,60,56186.38,Widowed,Female,No,10.17293,0,4.753084,164.967,1206.589518,2,4,0,0
2839,Urban,1,45,48327.1,Married,Male,No,9.570126,0,21.0878,174.9768,2588.430434,2,1,1,0
2840,Suburban,0,18,38793.75,Widowed,Female,Yes,11.31573,0,15.33274,232.6228,1983.300598,1,4,0,1
2841,Urban,2,32,58157.76,Never Married,Female,No,12.76234,1,11.47008,169.9447,1323.764927,2,2,0,0
2842,Urban,0,23,23706.3,Never Married,Male,No,7.834846,0,3.631024,112.4551,463.9097938,2,2,1,0
2843,Rural,3,55,30493.16,Divorced,Male,Yes,11.09531,0,27.0293,220.1185,2794.920011,0,0,1,1
2844,Rural,2,20,37555.8,Divorced,Female,Yes,5.561109,0,13.21554,220.1149,2181.086069,0,0,0,1
2845,Urban,0,67,24322.78,Married,Male,Yes,15.02079,0,15.97096,152.4742,1993.401196,2,1,1,1
2846,Suburban,3,61,68284.56,Widowed,Male,No,6.101071,0,8.0239,157.4698,867.8924387,1,4,1,0
2847,Rural,3,76,54067.41,Divorced,Male,Yes,10.43971,0,5.448172,225.132,1540.445045,0,0,1,1
2848,Rural,3,84,37185.6,Divorced,Male,No,12.98257,0,8.306218,164.9889,1064.595704,0,0,1,0
2849,Suburban,1,24,56243.26,Separated,Female,Yes,9.983208,0,3.600682,207.6386,935.8715835,1,3,0,1
2850,Suburban,2,55,22066.61,Widowed,Female,Yes,6.458755,0,4.459993,222.6654,1014.955092,1,4,0,1
2851,Urban,2,66,145163.1,Divorced,Female,No,8.044454,1,11.40421,159.9794,1603.711289,2,0,0,0
2852,Suburban,4,25,27102.45,Separated,Female,Yes,11.61411,1,12.86853,169.9671,1580.727843,1,3,0,1
2853,Urban,1,37,27803.88,Widowed,Male,No,11.33707,0,9.546909,204.9496,1264.373724,2,4,1,0
2854,Rural,3,65,34421.07,Divorced,Male,Yes,9.974199,0,4.424083,245.1612,1151.054935,0,0,1,1
2855,Rural,3,73,43334.45,Separated,Male,Yes,7.681019,0,1.462471,169.9447,447.1773574,0,3,1,1
2856,Urban,3,79,27777.59,Divorced,Male,Yes,6.327621,0,9.952476,182.49,1301.393401,2,0,1,1
2857,Suburban,0,34,19366.57,Divorced,Male,No,14.11844,0,1.133367,212.6228,1227.924743,1,0,1,0
2858,Rural,7,45,56067.63,Widowed,Male,Yes,10.12377,0,14.40435,137.4836,2060.606368,0,4,1,1
2859,Suburban,1,34,29044.8,Married,Female,Yes,9.651896,0,4.300397,204.9797,752.2906635,1,1,0,1
2860,Rural,3,39,105033.0,Never Married,Female,Yes,7.798421,0,8.36006,262.6106,1432.224687,0,2,0,1
2861,Suburban,4,36,116453.0,Never Married,Female,Yes,10.45427,1,9.693608,129.9598,1607.273001,1,2,0,1
2862,Suburban,7,21,63171.36,Divorced,Female,No,12.77256,0,8.24734,162.4538,1667.506374,1,0,0,0
2863,Suburban,4,49,52931.37,Divorced,Male,Yes,11.35043,0,10.8754,152.4555,1837.760704,1,0,1,1
2864,Suburban,3,86,35615.92,Never Married,Female,Yes,8.270725,1,6.067975,192.4885,722.5123131,1,2,0,1
2865,Urban,0,55,13002.99,Divorced,Male,No,11.39269,0,5.602813,139.9568,756.3419475,2,0,1,0
2866,Urban,2,64,17542.52,Never Married,Female,No,6.726676,0,9.938487,194.9992,1240.679237,2,2,0,0
2867,Rural,1,76,71560.17,Separated,Male,Yes,8.989551,0,13.96391,139.9512,1745.07852,0,3,1,1
2868,Urban,1,84,10457.56,Divorced,Female,No,9.818493,0,9.841833,210.138,1276.902314,2,0,0,0
2869,Urban,1,18,47106.04,Widowed,Male,No,12.54048,0,5.129029,95.01949,794.1801028,2,4,1,0
2870,Rural,4,34,6402.95,Widowed,Male,No,7.580234,1,3.612294,149.9447,1195.475034,0,4,1,0
2871,Rural,3,30,45142.5,Married,Female,No,13.1997,0,9.430096,159.9349,1215.994181,0,1,0,0
2872,Suburban,4,39,38759.29,Never Married,Female,No,4.527242,1,6.699323,192.4567,939.6683701,1,2,0,0
2873,Suburban,7,62,41195.08,Divorced,Male,No,14.83341,0,6.895966,127.4887,1063.884067,1,0,1,0
2874,Rural,1,43,45989.68,Married,Female,Yes,12.09619,1,16.56847,255.1336,2528.759994,0,1,0,1
2875,Rural,0,55,62894.22,Divorced,Male,No,6.601125,0,16.71459,92.45514,1844.526573,0,0,1,0
2876,Urban,8,36,56815.09,Married,Male,Yes,13.01529,1,16.48485,179.9476,1952.410832,2,1,1,1
2877,Urban,4,21,66357.52,Married,Male,No,16.09553,0,2.458795,147.4564,1076.991137,2,1,1,0
2878,Suburban,0,77,89957.16,Separated,Male,No,10.32418,0,6.6307,169.9447,765.1823242,1,3,1,0
2879,Rural,8,52,20069.27,Divorced,Male,No,7.070888,1,11.52687,149.9776,1498.93018,0,0,1,0
2880,Urban,4,27,9856.89,Widowed,Male,No,10.80585,0,2.984004,137.4836,1091.509603,2,4,1,0
2881,Suburban,4,41,14834.59,Married,Female,Yes,8.868239,1,4.646695,237.6549,1658.402714,1,1,0,1
2882,Suburban,1,55,13210.96,Separated,Male,No,8.733741,0,22.24529,137.4872,2004.460047,1,3,1,0
2883,Suburban,4,70,18608.64,Divorced,Male,No,7.364011,0,14.89363,107.5286,1520.458929,1,0,1,0
2884,Suburban,3,25,107174.6,Married,Male,No,13.28585,0,6.140643,137.4686,924.5326675,1,1,1,0
2885,Suburban,1,40,11923.86,Married,Female,No,6.889062,1,19.6274,137.4872,1756.84915,1,1,0,0
2886,Suburban,1,41,12005.02,Married,Female,No,7.580987,0,13.49323,127.4887,1406.307337,1,1,0,0
2887,Rural,2,32,31540.93,Divorced,Male,No,9.653612,0,12.69289,114.9658,1398.161322,0,0,1,0
2888,Suburban,2,27,60364.04,Widowed,Female,No,10.82253,1,18.58829,222.6362,2192.448535,1,4,0,0
2889,Suburban,2,72,5092.67,Widowed,Male,Yes,8.059068,1,14.34935,187.656,1750.253059,1,4,1,1
2890,Suburban,0,83,14973.52,Divorced,Female,Yes,8.226403,0,7.881289,174.9768,1303.89059,1,0,0,1
2891,Rural,1,61,9327.52,Married,Male,Yes,9.904595,0,4.63962,235.1417,1439.765003,0,1,1,1
2892,Rural,2,33,33504.33,Divorced,Male,No,10.36695,0,10.76391,184.9647,1410.343155,0,0,1,0
2893,Rural,1,82,44312.5,Widowed,Female,No,11.00923,0,12.47148,147.4421,1103.016586,0,4,0,0
2894,Suburban,4,42,29125.59,Widowed,Female,No,13.03944,0,8.387102,174.9755,1282.323667,1,4,0,0
2895,Rural,0,49,34797.6,Never Married,Male,Yes,11.76312,1,12.89076,214.9663,1548.154792,0,2,1,1
2896,Rural,1,33,29268.79,Married,Female,Yes,6.146076,1,6.726078,147.4564,1212.659466,0,1,0,1
2897,Rural,1,21,14468.95,Widowed,Female,No,9.92622,0,14.72164,95.01949,1488.056133,0,4,0,0
2898,Rural,5,48,54794.23,Widowed,Female,Yes,2.747035,1,6.915354,227.4754,1137.782472,0,4,0,1
2899,Urban,3,82,45288.02,Widowed,Male,Yes,12.2307,2,12.23126,169.9671,1393.130581,2,4,1,1
2900,Rural,2,72,22137.33,Divorced,Female,No,6.018375,0,11.26136,152.4798,1263.915496,0,0,0,0
2901,Rural,0,18,32713.07,Never Married,Female,Yes,12.54931,0,9.448434,252.6378,1489.056859,0,2,0,1
2902,Suburban,4,38,29090.38,Divorced,Male,No,12.76686,0,21.25517,182.4608,2320.769374,1,0,1,0
2903,Suburban,4,65,13925.38,Widowed,Male,Yes,11.32795,0,7.467093,219.9902,1254.859385,1,4,1,1
2904,Rural,3,32,30454.69,Never Married,Female,No,6.407701,0,5.669803,107.482,1104.543998,0,2,0,0
